index,tweet,label
2004,"* sepasang muda-mudi lagi nonton bioskop. ceweknya berbisik, mas ada orang onani di sebelahku. ""cuekin saja,"" kata cowoknya. ""ngak enak mas, dia paksa pakai tanganku! takut""",fear
2005,"hlt! guys, aku punya kebiasaan ngopi, ga tiap hari sih, cuma kadang.. nah pagi ini abis ngopi, tb2 bagian atas selangkangan sebelah kanan sakit..kira2 ada hubungannya ga ya? tapi aku buang air ga kenapa2,normal..",fear
2006,"orang di rumah sakit sudah biasa ketemu dokter, lah aku malah takutan",fear
2007,sekolah itu biasanya ramai tapi ramai karna makhluk tak kasat mata wkwkwk bikin merinding,fear
2008,4 bln ya desember lalu gw kaget mulu klo om gw dateng. takut ngasih kabar kematian.,fear
2009,wowkowkwowkwowow bjimsroott 2 aja ngery ap kabar gw 9 takut nih wkkwk,fear
2010,"sore - sore harusnya bisa tenang ini malah deg""an gegara dikagetin gk jelas",fear
2011,"iya iyaang.. mau reply biasa gw kong tapi gw tag bapak ade,takut nganu nanti",fear
2012,plis wei baru bangun tidur tiba2 pas buka twitter dapet kabar denise,fear
2013,"lah lah kaget dong aku, kok kamu malah sedih??",fear
2014,"aneh bgt perasaanya ga enak gini. kek degdegkan, sedih, takut gt. bismillah smoga lancarr aamiin",fear
2015,kadang tu kalo malem terus kamar sunyi tiba² ada suara cicak tu ngeri anjir gue langsung bangun lagi,fear
2016,asli gue pikir temen gue sedih ga bisa jadi kutu beras aja udah aneh apalagi gue makin ngeri dah,fear
2017,bisa kesurupan klo main ditempat sepi,fear
2018,"break dulu, soalnya gamau kecewa untuk yg kedua kalinya sebelum ketemu yg benar-benar tulus",fear
2019,takut aku kecewa,fear
2020,"kepikiran bikin ginian dari kapan tahun karena merasakan susahnya cari peralatan bayi tp dipakai cuman sebentar. tp liat kondisi daerah sini gak memungkinkan, banyak yg sepi jasa sewanya, agak meragukan",fear
2021,mending gausah deh daripada kecewa,fear
2022,"ini yang gue takut, kalo uda mulai berharap sama orang, tkut kecewa.. :)",fear
2023,"gak enak , jangan sedih sedih juga ah , jadi ngeri nih",fear
2024,sakit banyak quin ini masih mau diperiksa penyebabnya. temenin dong takut nih sepi sekali,fear
2025,"sedikit sedih kmren ngga jadi tindakan injeksi tp emng bener kata dokternya, aku dah vakum 3 bulanan, jd kalo langsung injeksi lg nanti kaget malah kmren cuma dikasi obat sama salep gt banyak bener, jadi takut sendiri",fear
2026,"gara2 osd ceramah masalah ks, diotak gua terngiang2, kebayang2 ketakutan yg slama ini gua simpen sendiri. gimana klo nanti gua digituin? gua balik ke ortu? sedangkan bpk gua pelaku, emak gua korban yg bikin sedih trauma2 masa kecil masih membekas jd bikin",fear
2027,"naik mobil yang disopirin bapakku, ekstrim bgt, mentang2 jalan papua sepi, kecepatannya selalu di atas 100. rasanya kek diajak mati",fear
2028,"karena rasanya aib banget gue takut stigma orang2 mandang gue orgil:"") setakut itu padahal sekarang udah banyak banget yg speak up tentang mental illnessnya masing2. makanya gue agak gedeg sama orang2 yg ngaku2 punya mental illness bermodal self diagnose. sedih bgt gue liatnya",fear
2029,"menjijikan sekali:( kesel, marah, sedih, takut!! ngerrriii arghhh",fear
2030,"ff, ya? hmm, romance, sih. soalnya itu genre paling aman. sebenarnya in general sukanya family tragedy, tapi kalau lagi butuh dua itu, aku larinya ke film; jarang lari ke ff because i tend to expect dan takut kecewa”nanti jadi gak comfortable lagi.",fear
2031,"mana pulangnya kan malem ya, eh jalannya tbtb sepi gada lampu jalan :"" agak gimana gitu",fear
2032,takut kecewa sama ekspektasi,fear
2033,"inget guys teras cihampelas bandung tempat relokasi penjual sepanjang jalan cihampelas aja ga efektif. mungkin beberapa bulan pertama bakal banyak pengunjung tapi setelah ketemu banyak minusnya bakal sepi dan kumuh, jadi agak jijik gitu",fear
2034,"takutnya kecewa,jadi kasihan gitu",fear
2035,ni nhapa sepi amat dah ngerii,fear
2036,bgt! sepi dan serem,fear
2037,"sepi aneh kayak ada yg perhatiin tapi gk ada sapa""",fear
2038,joonyoung.. paling merinding sama sedih jadi 1,fear
2039,"mau nonton kukira kau rumah awokaowkwk, tapi takut terlalu sedih jadi kalut",fear
2040,"gila, sepi bgt rumah gue berasa nge kos nying takut ah",fear
2041,dipeluk enak nih,joy
2042,masih dongg wkkwkwtar klo gk semangat gk bisa bucinin bebep2 aku,joy
2043,semangat dan bertambah kuatlah kalian frp_natsud_ frp_lucyheart frp_wendy ~,joy
2044,jangan lupa sarapann semangat buat hari inii ayang semoga harimu menyenangkan !!,joy
2045,aw ikut seneng semangat ya kuliahnya!,joy
2046,semangat!!,joy
2047,senang bermain salju,joy
2048,"nikmati, bisa senang-senang bareng teman tapi tetap produktif,",joy
2049,"akhirnya syuting lagii, semangat ayank",joy
2050,"kalau yg cuma kembang tahu doang, aku belum pernah coba tapi pasti enak.,duh lupa namanya",joy
2051,"ingett wkwk. iyaa dog lalu kita bertiga , sama dina mabuk kepayang sama legollas, pinjam cd nya di rentalan , astagaa kita remaja bahagia ya waktu ity",joy
2052,semangat kak. sudah terima chat wa dari kemenkes belum. disana ada petunjuk konsul gratis online dan tebus obat.,joy
2053,semangat ngantornyaa,joy
2054,pokok semangat sek,joy
2055,"happy birthday jiann adek gantengkuu gemes ucul kuat perkasa semoga rl charamu dan kamunya sukses terus, bahagia selalu, dikasih banyak rejeki & kedamaian hidup, banyak yg makin sayang sama kmu juga! have a wonderful day",joy
2056,"hai kak hwii!! don't skip ur breakfast yaa,semoga harinya berjalan lancar,dimudahkan segala urusannya,dijauhkan dari marabahaya,semoga selalu ada dlm lindungan tuhan,janlup vitaminnya ya,semangat!! janlup senyum hihi,stay healthy & always be happy!! have a great day kak",joy
2057,semangat buat hari ini!,joy
2058,"sering-sering bikin au taeyong yaakk, seruu! semangat teruss nob",joy
2059,semangat kamuu,joy
2060,"ojo lali , ngemil ceria by",joy
2061,"semangat buat hari ini, have a great day",joy
2062,"terlalu dini menjadi tulang punggung keluarga,ya sama.semangat kamu lantas berbahagia apapun kondisinya",joy
2063,agak enak ya kakk jadi nya,joy
2064,semangat,joy
2065,kombo diluc-raiden enak kok.. gk terlalu mental2 masih bisa dijangkau,joy
2066,"peluk kakak semangat terus ya pokoknya, banyak yang sayang sama kakak di sini,yoon ji lagi cosplay jadi warga lokal",joy
2067,"wkskwkw aku juga pernahh jadinya sampe gabisa buat buka galeri ya allah cape banget ya hp penuh tuh, wkskwk semangat anya bersih bersihnya wkwkw hapus apk yang udah ga dipake aja",joy
2068,"benar guys, nasi goreng.,simple, cepat, dan enak.,saatnya lanjut beres2 dah, ini rumah udh kaya' gak ada penghuninya, debu udh mulai bermunculan lagi.",joy
2069,kasih semangat dong moots,joy
2070,"selamat pagi., salam sehat n bahagia untuk semua",joy
2071,"nggak tau ya aku up lagi kapan, lagi nggak enak badan dari akhir januari di tambah bulan ini banyak ujian praktek",joy
2072,"ga enak, apalagi kalo orang lain yang pake kamar mandi itu jorok. kemarin pas ngekos suka nemu piring kotor, padahal di sana ada tempat cuci piring.",joy
2073,"hola kak wawa!! don't skip ur breakfast yaa,semoga harinya berjalan lancar,dimudahkan segala urusannya,dijauhkan dari marabahaya,semoga selalu ada dlm lindungan tuhan,janlup vitaminnya ya,semangat!! janlup senyum hihi,stay healthy & always be happy!! have a great day kak",joy
2074,"terima kasih sudah berjuang sejauh ini. bertahan sekuat kuatnya. jangan pernah mengeluh. terus berjuang, terus semangat. walau sendiri, jgn bersedih. masih ada tuhan yg mau menemani tiap saat. for me",joy
2075,pokoknya traveler hidup bahagia bersama paimon,joy
2076,"semangaatt kak! buat ga dengerin kata orang susah banget emang, tapi saya berdoa semoga kakak punya support syatem yg baik. tetap semangat ya kak, semoga lekas sembuh, gbu",joy
2077,"braithwaitw ""kami akan bertemu penggemar kami lagi dan menunjukkan kepada mereka bahwa kami adalah satu tim yang bersatu. kami akan menunjukkan semangat.",joy
2078,"okay, kak icus juga semangat ya",joy
2079,"ya allah berkati, bahagia hmi..",joy
2080,"mjb, yanfei bisa, enak banget malah",joy
2081,"semangat pagi, jangan lupa sarapan^^",joy
2082,semangat mbak,joy
2083,ni nder ayo semangat,joy
2084,kamuu juga sehat dan bahagia selalu yaa ;3 thank you soo much udah baca,joy
2085,"semangat, vii",joy
2086,enak ga?? Kalau ga ya ga mau,joy
2087,"semoga lulus ke universitas impian ya, buat temanny semangat!",joy
2088,"kemarin karna gabut produktif di dapur dan jadilah inii, dimasukin ke kulkas dimakan pagi ini msh ttp enak",joy
2089,punya kucing putih dengan paw pink hanya impian di rumah ini. tapi gak papa selama dia bahagia. toh milky ga naik ke kasur atau nginjek2 sajadah,joy
2090,hormat kepada angin semangat everybody. nanti kita akan selesai pada waktunya.,joy
2091,"kenapa loyo tuh? semangat juga ya, iyen. jaga kesehatannya jangan lupa.",joy
2092,good moawwnnning! let's start this sunny morning with happiness bb don't forget to breakfast && mandi tp masih kepagian jadi nanti siangan aja :d have a nice day bffs semangat buat hari ini yuuuuup jangan lupa selalu bersyukur many people love you,joy
2093,"duuh ga lama lg insya allah ngalami masa2 ini, melepas anak lanang kuliah..pasti ambyar hati mamak ya mbak,selamat belajar mbak n, sehat, bahagia n sukses sll, smoga tercapai apa yg disemogakan, aamiin",joy
2094,semangat di pagi hari,joy
2095,puas banget aaaa,joy
2096,semangat buat hari ini!,joy
2097,semangat yaa. banyak penyesalan yg udh terjadi harusnya pada saat ini gaperlu disesali. yuk bisa yuk buat nata lagi hal hal yg lbh baik,joy
2098,"enak banget ternyata kalo tiap hari bisa tidur di jam 8 atau 9 malem , selain bikin gendutan kulit juga jadi bersih sama cerah",joy
2099,"wow sangat berbeda hahah, semoga hari sabtunya ikutan cerah juga",joy
2100,demi yaa gtu aja udh enak bangeets,joy
2101,ayang kenapa?? yuk semangat yuk,joy
2102,kabar bahagia banget pagi ini,joy
2103,"kalo abis pup pas pagi pagi tuh enak banget ga sih, perutnya jadi rata & langsing",joy
2104,semangat om,joy
2105,kaka juga iya wangi enak aja,joy
2106,iyaa mau makan yang enak yang banyak,joy
2107,"serius, aku saksi dua orang yang semangat buat terus lanjutkan hidupnya karena kamu. dan itu dua orang yang sangat kusayang dalam hidupku. aku tidak bisa berucap hal lain, selain kata terima kasih.",joy
2108,"semangat jalani hidup dengan bahagia yang seperlunya, bersedih dengan seperlunya, dan bersyukur sebanyak-banyaknya",joy
2109,"have a nice day, semangat buat hari ini",joy
2110,semangat bestie,joy
2111,semangat pagi,joy
2112,tepuk semangat se ma ngat se~ ma~ ngat~ *yeayy*,joy
2113,semangat zi,joy
2114,"sudah sampai disini, bahagia pun menanti",joy
2115,semangat sayang,joy
2116,dangdut enak,joy
2117,"bismillah,,tetap semangat jangan menyerah,,yakin pasti bigwin",joy
2118,"orangtua kita selalu bahagia melihat kita, selalu tercurah kasih sayangnya buat kita tanpa batas..",joy
2119,semangat okeyy,joy
2120,"sebab tetap, pencen n senang dpt loan kot huhu",joy
2121,"selamat hari sabtu juga ibukk, semangat buat hari ini",joy
2122,semangat terus pejuang receh di pasar,joy
2123,enak tapi,joy
2124,"selamat pagii princess!,semangat berkegiatan, tetep jaga kesehatan ya !",joy
2125,saat paling bahagia menurutnya adalah saat ia tidur.,joy
2126,semangat ych hari ini,joy
2127,"semangat eventnya, cantik.",joy
2128,cerah banget,joy
2129,"siipp kak, kalo gitu bisa ikutin semua s&k giveaway yg ada di caption postingannya ya. semangat terus! :) ^mc",joy
2130,"sabtu sek semangat makaryo pren, uang kenakalan cair.",joy
2131,semangat juga beb,joy
2132,pagi yang ceria,joy
2133,semangat aku,joy
2134,"pagii~ btw cuaca enak gini mendingan tidur yok, have a nice weekend~~",joy
2135,"morning win win metawin semoga makin banyak solo projek, solo endorsement, series baru dan projek-projek lain yang bikin win bahagia.,",joy
2136,"cuma mau infoin, enak banget",joy
2137,"optimis bisa, semangat pak! menteri bumn erick thohir ingin harumnya aroma kopi indonesia bisa tercium hingga mancanegara,",joy
2138,tapi ini enak bgt,joy
2139,"semoga bisa tercapai ya kak, semangat untuk temennya!",joy
2140,puji tuhan ku bahagia banget rasanya dapet kabar jimin udah sembuh..,joy
2141,tapi itu langitnya cerah,joy
2142,bubur kuah kuning ternyata enak banget ya,joy
2143,day 1 terlalu semangat terus datengnya kepagian dan belom ada orang,joy
2144,semoga keterima ya semangat!,joy
2145,pagi pagi dapat kabar bahagia,joy
2146,"aamiin, semangat",joy
2147,kurang 400k sampe target yoo semangat markf,joy
2148,ujan teruss enak,joy
2149,"happy birthday moa dan taehyun!! semoga panjang umur, sehat selalu, bahagia selalu!!",joy
2150,"suka banget sama lagu bangtan yg film out itu enak banget di telinga gue ada yg sama ga? jangan lupa streaming di semua platform musik ya termasuk yt,i vote for for at the 2022,",joy
2151,dimana mana hatiku senang,joy
2152,semangat setelah sekian lama nggak pernah event aku kak.. t__t,joy
2153,semangat.,joy
2154,semangat menjemput rejeki coy,joy
2155,"selamat pagi mbak,salam sehat penuh semangat dan selamat beraktivitas selamat berakhir pekan",joy
2156,"pagii semangat ya kamu hari ini, have a good day",joy
2157,"pagi"" ujaann enak bgt buat tidur",joy
2158,"wkwkww kadang mo ngelarang nyanyi dia nya dah kepede en dlasal bunyi aja , asbun.. dan bahagia buat dia",joy
2159,yukk semangat yukk walaupun badan lagi kurang fit,joy
2160,nyenyak! semangat juga!!,joy
2161,"kalo baring bawaannya lelah, kalo kerja bawannya semangat terus, salut sii sama diri ini",joy
2162,"hiih km harus ikhlas, semangat berproses semuanya",joy
2163,nggak dong~ aku beli loyang 14cm 1 biji juga kemarin wkwkwkwkwk sempet mau beli yang 14 itu 2 sekalian kan enak kl mau kasih incip tetangga. tp nggak jadi beli 2 jadi besok gak bisa langsung ngovennya,joy
2164,semangat ktnya,joy
2165,"udah semangat lagi kan, chaeyi?",joy
2166,"wihh semangat pkl nya onad! dah sarapan lums? kalo lums sarapan dulu yaa, have a nice day ;3 stay healthy",joy
2167,happy birthday mbar.. sehat dan bahagia terus yah!!,joy
2168,kemarin di gramed ada bocil lg disuapin mamaknya makan promina keknya enak bat duh,joy
2169,ngopi enak,joy
2170,"wkwkwkkwkwk semangat nguli, cla",joy
2171,"disini rian, enak bgt klo buat lanjut tidur",joy
2172,sarapan tenongan si enak,joy
2173,streaming child pagi pagi enak banget selingannya ssfw sama we go up,joy
2174,"congratulations for ur debut ""child"" makna nya dalem banget huhu. kek relate dalam kehidupanku juga kehidupan oranglain mungkin, semangat terus buat karya karyanya yang lain nanti. bahagia selalu buat kalian. me lafyu. xx t.,",joy
2175,kokk enak tau mcam kiko,joy
2176,semangat nidaa,joy
2177,semangat semangatt,joy
2178,semangat lesnya!,joy
2179,enak bisa lanjut tidur,joy
2180,"nah kalo gini terus terang sama2 enak ya mas, asal minta bonus'nya ngak gede2",joy
2181,pngen bgt baca sejarah tentang avicenna lgii heuheu ayo semangat bacanya kii :),joy
2182,rebahan emang paling enak ga sih,joy
2183,wih kereen. mauu. keliatannya enak semangkanya disendokin gitu. berasa kayak di drama cina,joy
2184,semangat yaa para pejuang keluarga.. semoga dilancarkan rezekinya yg berkah.aamiin,joy
2185,terima kasih pak ri 1 presidenku tetap semangat ya pak membangun bangsa ri,joy
2186,semangat puasanya an,joy
2187,makasih nokaav bahagia selalu juga,joy
2188,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan",joy
2189,semangat kakak,joy
2190,gm ayu! berkobar2 semangat,joy
2191,semangat ya.. jangan mau dijadiin mainan,joy
2192,"bismillah semangat hari ini, semoga banyak req dm amin",joy
2193,semangat semangat haha hihi,joy
2194,enak banget jadi orang serba bisa.,joy
2195,"semangat, hati-hati dijalan meii!!",joy
2196,nda semangat on rp,joy
2197,"gue dicegat sama diaa firasat gue udh nggak enak nih sumpah. dia bilang ""za, gue kangen sama lu"" gue kaget dong anjritt, gue diem kek org bego sumpah trs dia langsung pergi gitu ajaa ninggalin gue yg lagi cengo.",joy
2198,"halo haloo, jihan disini mau kasih sedikit reminder ya,jangan lupa bersyukur atas nikmat pagi ini jangan lupa sarapan, minum yg banyak jangan sampe jatuh sakit ya mandi pagi biar segerr jangan nangis nangis ya, semoga bahagia selalu u're magical, love",joy
2199,sgt enak,joy
2200,salam..semoga di pagi yg cerah ini kita semua selalu di beri kesehatan,joy
2201,"program makmur dukung pertanian indonesia.,go petani sejahtera!!,,",joy
2202,"pelan pelan sama yvyv h*jnya dibalikn ke ranjang. ga kasar ga kenceng,""sayangnya, yvyv nakal ya. ditinggal malah main sendiri. ya udah main aja situ sama bantal hyung lagi. "" h*j geleng geleng panik. asli suara y*hnya lembut bgt. ga kaya marah. ""ga mau, ga puas. pingin yvyv""",joy
2203,semoga yang menderita penyakit kanker diangkat penyakitnya dan selalu semangat,joy
2204,2in hehe. fix ini enak bgt,joy
2205,semangat good luck,joy
2206,nemu duit senang,joy
2207,rejeki enzi si anak imut! pagi-pagi zi dpt jajan dari yg lagi ultah! wuhuu maaci ya iden~ semoga bahagia celalu (¢Ì€á´—-),joy
2208,melihara tuyul aja enak,joy
2209,baru bangun langsung disambut kabar bahagia,joy
2210,semangat kalau papa yang pimpin senam.,joy
2211,aamiin yaa rabbal'aalamiin semangat,joy
2212,"wajar, aku bahkan baru bener bener bisa pake laptop di kelas 1 smk. ga harus bisa cepet kok, kalau keadaan ga mendukung yaa mau gimana? gapapa nder, semangat. mulai sekarang sedikit demi sedikit pelajarin yaa? ke sodara atau temen yang punya laptop, kamu minta ajarin gitu",joy
2213,enak loh lagunya,joy
2214,semangat pagi,joy
2215,anjayy lebih enak itu sih daripada bagas,joy
2216,"wkwkwk biarkan saja, yg penting dia bisa bahagia",joy
2217,gempa tapi lagu lagi enak enak nya.,joy
2218,"enak ya, bangun tidur langsung cuddle sama ayam",joy
2219,event jam berapa sebenernya semangat ku udah menggebu-gebu jangan sampe mengabu.,joy
2220,senang rasanya sehat kembali makan normal habis smpai bersih piringnya melihat senyum ibu2 semringah seorang penjual,joy
2221,yok semangat yok kaa xixi,joy
2222,"pengen tinggal di perpus, enak aja ngeliat banyak buku",joy
2223,"allahumma sholli ala sayyidina muhammad semoga hari ini penuh keberkahan untuk kita semua, pekerjaan dan diperlancar rezekinya semangat pagi",joy
2224,"nabilahjkt48 suatu saat kita kn berdua, 1 atap bahagia bahkan tuk selamanya",joy
2225,semangat buat hari ini! ;3,joy
2226,"pagi pagi di keadaan gue yg ga enak badan ada kabar baik banget, alhamdulilah jimin gue sembuhh",joy
2227,aamiin yuu semangat,joy
2228,semangat isah,joy
2229,"happy weekend mba noni, bahagia selalu",joy
2230,"selamat pagi om,sehat selalu dan tetap semangat",joy
2231,kabar bahagia terus dari kemarin. mudah-mudahan bisa sehat terus semuaa,joy
2232,"iyaa wlaaupun gajadi sma yg di video (pen nyebut nama tp takut) wkwk, tapi dia bahagia bgt with his lil family trus suka cerita2 kelakuan baby layla, kek bapak2 yg banggain anaknya bgt deh pokonya gemoyy. emg iyaaaaa enak bgtt, ini kesayangan sebelum exo",joy
2233,haloo tataa. yg semangat yaa ngejar deadline nyaa,joy
2234,cie libur semesternya udah habis ya? semangat wkwk,joy
2235,wah sekolah? semangat yaa,joy
2236,"aamiin, semoga hari ada yang nyantol ya! semangat",joy
2237,semangat pagi juga,joy
2238,semangat sender,joy
2239,"hey, semangat!",joy
2240,"sale pisang 8k, ini enak bangett . dom tangerang 5 qa?link toko ada di bawah ya",joy
2241,"good morning gita, semangat buat nanti streaming nya (2Œ’_2Œ’;)",joy
2242,semangat menambah,joy
2243,"adek w ldks sm pengukuhan osis lewat online, ga enak bgt",joy
2244,markf! semangat 2±400k lagi buat mencapai target we can do it kok yuk semangatt,joy
2245,acc ini bener2 enak bgt,joy
2246,", hi pagi kakkamu udah sarapan belum?kalau belum cepet sarapan ya? jaga kesehatan dan istirahat yang cukup juga!! aku bingung mau ngetik apa lagi intinya aku cuman mau bilang kakak semangat terus yaa !! banyak yang sayang,",joy
2247,"waduh, yg wangi2 bayi sih enak. kaya zwitsal",joy
2248,yuhuu semangat pagi yaww kak dan happy weekendd ^yn,joy
2249,cakap senanglah.. tapi memang senang pun kalau hati kering. haha.,joy
2250,"assalamualaikum, semangat..",joy
2251,"tuhan, semoga istirahatku malam ini kau damaikan, dan pagiku kau indahkan dengan harapan dan semangat baru. aamiin",joy
2252,"semangat trisya, happy weekend",joy
2253,"makasi kembali ka, semangat pagi ^o^",joy
2254,asli enak banget. apalagi kamunya sambil desah kencengg uuhh,joy
2255,semoga quarter life crisis segera berlalu yaa~ semangat besteh~~,joy
2256,semangat vancaa,joy
2257,semangat fa,joy
2258,"pantesan ada istilahdek cinta gak enak padaku? si adek bilang cintamu abang trus si babang bilang adek ku kalau kau cinta pada ku usir bapak mu..,..",joy
2259,"enak daring bs sambilan nyantai"" dirumah",joy
2260,"pagi, udah 2.6jt semangat yang hari ini streaming. enjoy streamingnya, nikmatin lagunya sambil berkegiatan yaa, biar gak kerasa",joy
2261,"hmm imo, seni itu untuk dinikmatin, ga harus menguasai dasar2nya. sama kaya kamu ga harus paham hukum elektromagnetik buat main hp, paham hukum aerodinamika buat ngayuh sepeda, and lastly, hal2 yang mereka lakuin ini ga ngerugiin orang lain kok. biarin mereka bahagia~",joy
2262,"semangat, jangan lupa sarapan",joy
2263,sampai kapan kamu mau pura pura bahagia?,joy
2264,yok semangat yok,joy
2265,semangat nov,joy
2266,siap! semangat jugaa,joy
2267,morningg irish.. semangat hari ini,joy
2268,hujan gini paling enak baca magangverse. sesuai sama alur cerita yekan. mana bulan februari pula latar ceritanya elaahh mas bii kiciww,joy
2269,semangat pagi bang.. salam dari madiun.,joy
2270,jangan lupa sarapan. semangat buat hari ini!,joy
2271,semangat deh gw,joy
2272,yuhuu semangat sabtuu,joy
2273,dulu gua g masalah ngekos kamar mandi luar tp stelah ngerasain kamar mandi dalem ternyata enak ya,joy
2274,selamaat terus semangat yaa sender,joy
2275,"kei, enak",joy
2276,"semangat terus ya kak, aku do'ain semoga kakak baik2 aja, percaya aja sama yang di atas, minta perlindungan, dan kalo ada masalah berdoa aja minta pertunjuk untuk jalan keluarnya",joy
2277,semangat!,joy
2278,kalo makan pake mie enak,joy
2279,"gua liat lysyn dejun sedih, iya gpp jun kita nunggu wayv kombekmaaf ya jun semangat wayv",joy
2280,"bismillah, pacar 2, dedek 2, gimana uas kemarin? semangat! tinggal seminggu lagi, tapi kangen :c",joy
2281,enak bgt lord,joy
2282,"semangat, bestie, aku kerja dulu ya nanti sambung lg",joy
2283,"waa enak tuu, semoga libur mu bahagia yaa!~",joy
2284,"pemipin yg penting byak ide bukan diberi ide terus menerus disetir, bgmna caranya bisa dalam jangka kurang 20th indonesia jadi super power rakyat makmur ..! gampang kok kuncinya tanpa perlu menghukum koruptor segala, tanpa, hutang, tanpa exploitasi sumber alam. sanggup..!",joy
2285,semangat,joy
2286,bahagia melihat tanda2 kehidupan,joy
2287,selamat pagi!happy weekand enjinn!!semangat buat aktifitas hari inijgn lupa untuk v0te+stre4am nya yaa!! stay healthy&stay safe semuaa:)) -en,joy
2288,alhamdulillah kayanya enak tuh kak,joy
2289,enak banget,joy
2290,kamu harus bahagia ya.,joy
2291,masama mba.. semangat pagi,joy
2292,"bismillah hari ini aku sehat, aku bahagia, aku berkelimpahan, aku menarik rezeki dgn mudah, segala urusanku dilancarkan, aku disadarkan dlm setiap ucapan serta tindakan dan aku dipertemukan dengan jodoh dan orang-orang yang baik. aamiin yaallah",joy
2293,bila semangat mau pergi church tiba2 bersin x tentu pasal. umm. xdapat pergi.,joy
2294,"semangat kak, aku setia menunggu ;)",joy
2295,"enak kalo masak telor ceplok, margarin yg masih nyisa ditaruh di nasi behh",joy
2296,"bismillah, yuk semangat pagii",joy
2297,"pasti kuatt, semangat semangaatt",joy
2298,semangat dipagi hari,joy
2299,"oke, kak wulan. sama-sama ya. beyar senang mendengar kabar baiknya. selamat menikmati layanan indihome kembali dan selamat berakhir pekan :) -beyar",joy
2300,"mun ujar jhon tralala ""semangat cantik""",joy
2301,"aku pake skintific, enak nder gel gitu gak bikin banyak minyak juga di muka aku yang oily. gak bisa banyak review karena baru semingguan pakenya ;')",joy
2302,"senang bangett pagi"" baru bangun udh dapat kabar baik dari jimin",joy
2303,"pagi, mbak mita.. tetap semangat",joy
2304,enak donk,joy
2305,", wih enak kyaknya",joy
2306,"aku sangat senang kamu mendapat atensi dari seluruh dunia atas kemampuanmu. dan akhirnya kamu berhasil menempati posisimu untuk debut. senang sekali. melihatmu berjuang dr awal karirmu, kamu pantas mendapatkannya walaupun harus naik turun dan jauh dari rumah. shen xiaoting yyds!",joy
2307,"yang diharapkan itu pacaran dengan langgeng dan bahagia, kalaupun sekalinya menjadi mantan aku ingin kita menjadi teman bukannya musuh.",joy
2308,semangat..! . tetap sehatt. .,joy
2309,keberpihakan akan ketidakadilan ini yg senantiasa diperjuangkan gus muhaimin. semangat terus gus....,joy
2310,iihh kok enak liburr,joy
2311,"aku menemukan kentang goreng yang sangat enak aku akan memberitahu kalian nanti tunggu saja tidak sekarang, karena apa saja bisa dijadikan konten aku akan melakukan apapun dengan diriku sendiri jadi ini memakan waktu yang lama ^_^",joy
2312,km jg ya isal semangat,joy
2313,semangat..,joy
2314,enak loh,joy
2315,awalnya badmoodd parahh tpi abis dengerin ini langsung semangat lagi,joy
2316,semangat qq,joy
2317,",,,kalau ini beneren kiranya kau bahagia disana bersama orang lain.",joy
2318,semangat flo ;3,joy
2319,"semangat 45 biar bisa upgrade vivo y12 yang udah ngeleg, semoga ada rejeki aamiin",joy
2320,ngopi +pisgor pagi begini enak kali yaa,joy
2321,"met pagi ya, jangan semangat",joy
2322,semangat kyoo,joy
2323,"pagii semangat kegiatan hari ini, jangan lupa sarapan, have a nice day",joy
2324,"diliat2 jaehyun kalo deket jungwoo tuh bawaannya ketawa bahagia terus. jungwoo lagi diem aja, tiba2 jaehyun bisa nyubit pipinya atau nepokin pantatnya jungwoo",joy
2325,siaapp. semangat sllu yulin,joy
2326,kenangan tetap ada tapi jangan terfokus disana. hidup lo bukan untuk kenangan tapi buat masa depan. tetap semangat!,joy
2327,alhamdulillah.. yang jatuh jatuh tempo bulan ini udah di bayar.. tinggal yang receh-receh nya.. semangat!! pagii..,joy
2328,ini enak parss,joy
2329,"bagaimana yang aku rasa. tak jauh beda denganmu! intinya, kita merasakan sama. sama-sama menderita sama-sama bahagia! semua bersama :)",joy
2330,padang enak,joy
2331,"happy saturdayy , semangat buat hari ini! have a nice dayy ;3333333",joy
2332,"kemarin sedih sedihan, hariini bahagia yaa",joy
2333,tapikan asahi.. oh iya asahi orang ngawi .. nghokey,joy
2334,"yang semangat, cantik",joy
2335,"semangat pagi, semoga ada rezeki hari ini",joy
2336,"sama aku juga gitu kak sender, kadang mikir knp ya aku ga kek temen ku yg banyak gitu suka ke dia, sedangkan aku udah mau kepala 2 belom pernah tu rasanya didekatin hehe tapi gapapa sih kan lebih baik jomblo, yok semangat jomblo sampai ketemu jodoh",joy
2337,"aamiin, semangat jelly",joy
2338,butuh ayang biar semangat skripsian,joy
2339,"aamiin semangat yaa, tim arkeolog juga nihh",joy
2340,semangat mengkulii,joy
2341,lebih murah dan lebih enak ini drpd s*ri r*t1,joy
2342,enak pastii,joy
2343,kereen semangat,joy
2344,semangat nugasnya fanyaa,joy
2345,"di saat senang ataupun susah, menangislah dalam hati..",joy
2346,wahh semangat uprak ny kakk:d,joy
2347,aamiin! semangat ngeba nyaa sayaang,joy
2348,semangat kk,joy
2349,"sepanjang perjalanan hidup ini , terlalu banyak perkara aku lalui banyak juga kenangan yang telah tercipta , aku harap dimasa akan datang aku hidup lebih bahagia .",joy
2350,kalau bubur kaya gini nggak diaduk enak banget plis,joy
2351,semangat biyaa,joy
